sil xx sil
gáo 4 G a wc
gáp 4 G a pc
gát 4 G a tc
gáu 4 G aX wc
gáy 4 G aX j
gâm 0 G aa mc
gân 0 G aa nc
gâng 0 G aa Nc
gâu 0 G aa wc
gây 0 G aa j
gã 2 G a
gãi 2 G a j
gãm 2 G a mc
gãn 2 G a nc
gãng 2 G a Nz
gãnh 2 G EX Nz
gão 2 G a wc
gãu 2 G aX wc
gãy 2 G aX j
gì 1 z i
gìa 1 z ie
gìm 1 z i mc
gìn 1 z i nc
gình 1 d i Nz
gìu 1 z i wc
gí 4 z i
gía 4 z ie
gích 4 z i kz
gím 4 z i mc
gín 4 z i nc
gính 4 d i Nz
gíp 4 z i pc
gít 4 z i tc
gíu 4 z i wc
gò 1 G O
gòi 1 G O j
gòm 1 G O mc
gòn 1 G O nc
gòng 1 G OX Nc
gó 4 G O
góc 4 G O kp
gói 4 G O j
góm 4 G O mc
gón 4 G O nc
góng 4 G OX Nc
góp 4 G O pc
gót 4 G O tc
gô 0 G o
gôi 0 G o j
gôm 0 G o mc
gôn 0 G o nc
gông 0 G o Nm
gõ 2 G O
gõi 2 G O j
gõm 2 G O mc
gõn 2 G O nc
gõng 2 G OX Nc
gù 1 G u
gùa 1 G uo
gùi 1 G u j
gùm 1 G u mc
gùn 1 G u nc
gùng 1 G u Nm
gú 4 G u
gúa 4 G uo
gúc 4 G u kp
gúi 4 G u j
gúm 4 G u mc
gún 4 G u nc
gúng 4 G u Nm
gúp 4 G u pc
gút 4 G u tc
gĩ 2 G i
gũ 2 G u
gơ 0 G ow
gư 0 G M
gạ 5 G a
gả 3 G a
gỉ 3 z i
gị 5 z i
gọ 5 G O
gỏ 3 G O
gố 4 G o
gồ 1 G o
gổ 3 G o
gỗ 2 G o
gộ 5 G o
gớ 4 G ow
gờ 1 G ow
gở 3 G ow
gỡ 2 G ow
gợ 5 G ow
gụ 5 G u
gủ 3 G u
gứ 4 G M
gừ 1 G M
gử 3 G M
gữ 2 G M
gự 5 G M
gĩa 2 G ie
gũa 2 G uo
gưa 0 G wa
gỉa 3 z ie
gịa 5 z ie
gụa 5 G uo
gủa 3 G uo
gứa 4 G wa
gừa 1 G wa
gửa 3 G wa
gữa 2 G wa
gựa 5 G wa
gạc 5 G a kz
gấc 4 G aa kc
gậc 5 G aa kc
gắc 4 G aX kc
gặc 5 G aX kc
gọc 5 G O kp
gốc 4 G o kp
gộc 5 G o kp
gục 5 G u kp
gức 4 G M kc
gực 5 G M kc
gạch 5 G EX kz
gịch 5 z i kz
gũi 2 G u j
gơi 0 G ow j
gưi 0 G M j
gại 5 G a j
gải 3 G a j
gọi 5 G O j
gỏi 3 G O j
gối 4 G o j
gồi 1 G o j
gổi 3 G o j
gỗi 2 G o j
gội 5 G o j
gới 4 G ow j
gời 1 G ow j
gởi 3 G ow j
gỡi 2 G ow j
gợi 5 G ow j
gụi 5 G u j
gủi 3 G u j
gứi 4 G M j
gừi 1 G M j
gửi 3 G M j
gữi 2 G M j
gựi 5 G M j
găm 0 G aX mc
gĩm 2 z i mc
gũm 2 G u mc
gơm 0 G ow mc
gưm 0 G M mc
gạm 5 G a mc
gảm 3 G a mc
gấm 4 G aa mc
gầm 1 G aa mc
gẩm 3 G aa mc
gẫm 2 G aa mc
gậm 5 G aa mc
gắm 4 G aX mc
gằm 1 G aX mc
gẳm 3 G aX mc
gẵm 2 G aX mc
gặm 5 G aX mc
gỉm 3 z i mc
gịm 5 z i mc
gọm 5 G O mc
gỏm 3 G O mc
gốm 4 G o mc
gồm 1 G o mc
gổm 3 G o mc
gỗm 2 G o mc
gộm 5 G o mc
gớm 4 G ow mc
gờm 1 G ow mc
gởm 3 G ow mc
gỡm 2 G ow mc
gợm 5 G ow mc
gụm 5 G u mc
gủm 3 G u mc
gứm 4 G M mc
gừm 1 G M mc
gửm 3 G M mc
gữm 2 G M mc
gựm 5 G M mc
găn 0 G aX nc
gĩn 2 z i nc
gũn 2 G u nc
gơn 0 G ow nc
gưn 0 G M nc
gạn 5 G a nc
gản 3 G a nc
gấn 4 G aa nc
gần 1 G aa nc
gẩn 3 G aa nc
gẫn 2 G aa nc
gận 5 G aa nc
gắn 4 G aX nc
gằn 1 G aX nc
gẳn 3 G aX nc
gẵn 2 G aX nc
gặn 5 G aX nc
gỉn 3 z i nc
gịn 5 z i nc
gọn 5 G O nc
gỏn 3 G O nc
gốn 4 G o nc
gồn 1 G o nc
gổn 3 G o nc
gỗn 2 G o nc
gộn 5 G o nc
gớn 4 G ow nc
gờn 1 G ow nc
gởn 3 G ow nc
gỡn 2 G ow nc
gợn 5 G ow nc
gụn 5 G u nc
gủn 3 G u nc
gứn 4 G M nc
gừn 1 G M nc
gửn 3 G M nc
gữn 2 G M nc
gựn 5 G M nc
găng 0 G aX Nc
gũng 2 G u Nm
gưng 0 G M Nc
gạng 5 G a Nz
gảng 3 G a Nz
gấng 4 G aa Nc
gầng 1 G aa Nc
gẩng 3 G aa Nc
gẫng 2 G aa Nc
gậng 5 G aa Nc
gắng 4 G aX Nc
gằng 1 G aX Nc
gẳng 3 G aX Nc
gẵng 2 G aX Nc
gặng 5 G aX Nc
gọng 5 G OX Nc
gỏng 3 G OX Nc
gống 4 G o Nm
gồng 1 G o Nm
gổng 3 G o Nm
gỗng 2 G o Nm
gộng 5 G o Nm
gụng 5 G u Nm
gủng 3 G u Nm
gứng 4 G M Nc
gừng 1 G M Nc
gửng 3 G M Nc
gững 2 G M Nc
gựng 5 G M Nc
gĩnh 2 d i Nz
gạnh 5 G EX Nz
gảnh 3 G EX Nz
gỉnh 3 z i Nz
gịnh 5 d i Nz
gạo 5 G a wc
gảo 3 G a wc
gạp 5 G a pc
gấp 4 G aa pc
gập 5 G aa pc
gắp 4 G aX pc
gặp 5 G aX pc
gịp 5 z i pc
gọp 5 G O pc
gốp 4 G o pc
gộp 5 G o pc
gớp 4 G ow pc
gợp 5 G ow pc
gụp 5 G u pc
gạt 5 G a tc
gất 4 G aa tc
gật 5 G aa tc
gắt 4 G aX tc
gặt 5 G aX tc
gịt 5 z i tc
gọt 5 G O tc
gốt 4 G o tc
gột 5 G o tc
gớt 4 G ow tc
gợt 5 G ow tc
gụt 5 G u tc
gứt 4 G M tc
gựt 5 G M tc
gĩu 2 G i wc
gưu 0 G M wc
gạu 5 G aX wc
gảu 3 G aX wc
gấu 4 G aa wc
gầu 1 G aa wc
gẩu 3 G aa wc
gẫu 2 G aa wc
gậu 5 G aa wc
gỉu 3 z i wc
gịu 5 z i wc
gứu 4 G M wc
gừu 1 G M wc
gửu 3 G M wc
gữu 2 G M wc
gựu 5 G M wc
gạy 5 G aX j
gảy 3 G aX j
gấy 4 G aa j
gầy 1 G aa j
gẩy 3 G aa j
gẫy 2 G aa j
gậy 5 G aa j
gước 4 G wa kc
gược 5 G wa kc
gươi 0 G wa j
gưới 4 G wa j
gười 1 G wa j
gưởi 3 G wa j
gưỡi 2 G wa j
gượi 5 G wa j
gươm 0 G wa mc
gướm 4 G wa mc
gườm 1 G wa mc
gưởm 3 G wa mc
gưỡm 2 G wa mc
gượm 5 G wa mc
gươn 0 G wa nc
gướn 4 G wa nc
gườn 1 G wa nc
gưởn 3 G wa nc
gưỡn 2 G wa nc
gượn 5 G wa nc
gương 0 G wa Nc
gướng 4 G wa Nc
gường 1 G wa Nc
gưởng 3 G wa Nc
gưỡng 2 G wa Nc
gượng 5 G wa Nc
gướp 4 G wa pc
gượp 5 G wa pc
gướt 4 G wa tc
gượt 5 G wa tc
gươu 0 G wa wc
gướu 4 G wa wc
gườu 1 G wa wc
gưởu 3 G wa wc
gưỡu 2 G wa wc
gượu 5 G wa wc
ha 0 h a
hai 0 h a j
ham 0 h a mc
han 0 h a nc
hang 0 h a Nz
hanh 0 h EX Nz
hao 0 h a wc
hau 0 h aX wc
hay 0 h aX j
he 0 h E
hem 0 h E mc
hen 0 h E nc
heng 0 h E Nc
heo 0 h E wc
hi 0 h i
hia 0 h ie
him 0 h i mc
hin 0 h i nc
hinh 0 h i Nz
hiu 0 h i wc
hiêm 0 h ie mc
hiên 0 h ie nc
hiêng 0 h ie Nc
hiêu 0 h ie wc
hiếc 4 h ie kc
hiệc 5 h ie kc
hiếm 4 h ie mc
hiềm 1 h ie mc
hiểm 3 h ie mc
hiễm 2 h ie mc
hiệm 5 h ie mc
hiến 4 h ie nc
hiền 1 h ie nc
hiển 3 h ie nc
hiễn 2 h ie nc
hiện 5 h ie nc
hiếng 4 h ie Nc
hiềng 1 h ie Nc
hiểng 3 h ie Nc
hiễng 2 h ie Nc
hiệng 5 h ie Nc
hiếp 4 h ie pc
hiệp 5 h ie pc
hiết 4 h ie tc
hiệt 5 h ie tc
hiếu 4 h ie wc
hiều 1 h ie wc
hiểu 3 h ie wc
hiễu 2 h ie wc
hiệu 5 h ie wc
ho 0 h O
hoa 0 h w a
hoai 0 h w a j
hoam 0 h w a mc
hoan 0 h w a nc
hoang 0 h w a Nz
hoanh 0 h w EX Nz
hoao 0 h w a wc
hoay 0 h w aX j
hoe 0 h w E
hoem 0 h w E mc
hoen 0 h w E nc
hoeo 0 h w e wc
hoi 0 h O j
hom 0 h O mc
hon 0 h O nc
hong 0 h OX Nc
hoong 0 h O Nm
hòa 1 h w a
hoài 1 h w a j
hoàm 1 h w a mc
hoàn 1 h w a nc
hoàng 1 h w a Nz
hoành 1 h w EX Nz
hoào 1 h w a wc
hoày 1 h w aX j
hóa 4 h w a
hoác 4 h w a kz
hoách 4 h w EX kz
hoái 4 h w a j
hoám 4 h w a mc
hoán 4 h w a nc
hoáng 4 h w a Nz
hoánh 4 h w EX Nz
hoáo 4 h w a wc
hoáp 4 h w a pc
hoát 4 h w a tc
hoáy 4 h w aX j
hõa 2 h w a
hoãi 2 h w a j
hoãm 2 h w a mc
hoãn 2 h w a nc
hoãng 2 h w a Nz
hoãnh 2 h w EX Nz
hoão 2 h w a wc
hoãy 2 h w aX j
hòe 1 h w E
hoèm 1 h w E mc
hoèn 1 h w E nc
hoèo 1 h w e wc
hóe 4 h w E
hoém 4 h w E mc
hoén 4 h w E nc
hoéo 4 h w e wc
hoét 4 h w E tc
hoòng 1 h OX Nc
hoóc 4 h O kp
hoóng 4 h OX Nc
hoõng 2 h OX Nc
họa 5 h w a
hỏa 3 h w a
họe 5 h w E
hỏe 3 h w E
hõe 2 h w E
hoạc 5 h w a kz
hoắc 4 h w aX kc
hoặc 5 h w aX kc
hoọc 5 h O kp
hoạch 5 h w EX kz
hoại 5 h w a j
hoải 3 h w a j
hoăm 0 h w aX mc
hoạm 5 h w a mc
hoảm 3 h w a mc
hoắm 4 h w aX mc
hoằm 1 h w aX mc
hoẳm 3 h w aX mc
hoẵm 2 h w aX mc
hoặm 5 h w aX mc
hoẹm 5 h w E mc
hoẻm 3 h w E mc
hoẽm 2 h w E mc
hoăn 0 h w aX nc
hoạn 5 h w a nc
hoản 3 h w a nc
hoắn 4 h w aX nc
hoằn 1 h w aX nc
hoẳn 3 h w aX nc
hoẵn 2 h w aX nc
hoặn 5 h w aX nc
hoẹn 5 h w E nc
hoẻn 3 h w E nc
hoẽn 2 h w E nc
hoăng 0 h w aX Nc
hoạng 5 h w a Nz
hoảng 3 h w a Nz
hoắng 4 h w aX Nc
hoằng 1 h w aX Nc
hoẳng 3 h w aX Nc
hoẵng 2 h w aX Nc
hoặng 5 h w aX Nc
hoọng 5 h OX Nc
hoỏng 3 h OX Nc
hoạnh 5 h w EX Nz
hoảnh 3 h w EX Nz
hoạo 5 h w a wc
hoảo 3 h w a wc
hoẹo 5 h w e wc
hoẻo 3 h w e wc
hoẽo 2 h w e wc
hoạp 5 h w a pc
hoạt 5 h w a tc
hoắt 4 h w aX tc
hoặt 5 h w aX tc
hoẹt 5 h w E tc
hoạy 5 h w aX j
hoảy 3 h w aX j
hu 0 h u
hua 0 h uo
hui 0 h u j
hum 0 h u mc
hun 0 h u nc
hung 0 h u Nm
huy 0 h w i
huya 0 h w ie
huyn 0 h w i nc
huynh 0 h w i Nz
huyu 0 h w iu
huyên 0 h w ie nc
huyến 4 h w ie nc
huyền 1 h w ie nc
huyển 3 h w ie nc
huyễn 2 h w ie nc
huyện 5 h w ie nc
huyết 4 h w ie tc
huyệt 5 h w ie tc
huân 0 h w aa nc
huâng 0 h w aa Nc
huây 0 h w aa j
huê 0 h w E
huênh 0 h w E Nz
huôi 0 h uo j
huôm 0 h uo mc
huôn 0 h uo nc
huông 0 h uo Nc
húy 4 h w i
huýa 4 h w ie
huých 4 h w i kz
huýn 4 h w i nc
huýnh 4 h w i Nz
huýp 4 h w i pc
huýt 4 h w i tc
huýu 4 h w iu
huơ 0 h uo
huế 4 h w E
huề 1 h w E
huể 3 h w E
huễ 2 h w E
huệ 5 h w E
huớ 4 h uo
huờ 1 h uo
huở 3 h uo
huỡ 2 h uo
huợ 5 h uo
hùy 1 h w i
hụy 5 h w i
hủy 3 h w i
hũy 2 h w i
huỳa 1 h w ie
huỵa 5 h w ie
huỷa 3 h w ie
huỹa 2 h w ie
huốc 4 h uo kc
huộc 5 h uo kc
huếch 4 h w E kz
huệch 5 h w E kz
huỵch 5 h w i kz
huối 4 h uo j
huồi 1 h uo j
huổi 3 h uo j
huỗi 2 h uo j
huội 5 h uo j
huốm 4 h uo mc
huồm 1 h uo mc
huổm 3 h uo mc
huỗm 2 h uo mc
huộm 5 h uo mc
huấn 4 h w aa nc
huần 1 h w aa nc
huẩn 3 h w aa nc
huẫn 2 h w aa nc
huận 5 h w aa nc
huốn 4 h uo nc
huồn 1 h uo nc
huổn 3 h uo nc
huỗn 2 h uo nc
huộn 5 h uo nc
huỳn 1 h w i nc
huỵn 5 h w i nc
huỷn 3 h w i nc
huỹn 2 h w i nc
huấng 4 h w aa Nc
huầng 1 h w aa Nc
huẩng 3 h w aa Nc
huẫng 2 h w aa Nc
huậng 5 h w aa Nc
huống 4 h uo Nc
huồng 1 h uo Nc
huổng 3 h uo Nc
huỗng 2 h uo Nc
huộng 5 h uo Nc
huếnh 4 h w E Nz
huềnh 1 h w E Nz
huểnh 3 h w E Nz
huễnh 2 h w E Nz
huệnh 5 h w E Nz
huỳnh 1 h w i Nz
huỵnh 5 h w i Nz
huỷnh 3 h w i Nz
huỹnh 2 h w i Nz
huốp 4 h uo pc
huộp 5 h uo pc
huỵp 5 h w i pc
huất 4 h w aa tc
huật 5 h w aa tc
huốt 4 h uo tc
huột 5 h uo tc
huỵt 5 h w i tc
huỳu 1 h w iu
huỵu 5 h w iu
huỷu 3 h w iu
huỹu 2 h w iu
huấy 4 h w aa j
huầy 1 h w aa j
huẩy 3 h w aa j
huẫy 2 h w aa j
huậy 5 h w aa j
hy 0 h i
hà 1 h a
hài 1 h a j
hàm 1 h a mc
hàn 1 h a nc
hàng 1 h a Nz
hành 1 h EX Nz
hào 1 h a wc
hàu 1 h aX wc
hày 1 h aX j
há 4 h a
hác 4 h a kz
hách 4 h EX kz
hái 4 h a j
hám 4 h a mc
hán 4 h a nc
háng 4 h a Nz
hánh 4 h EX Nz
háo 4 h a wc
háp 4 h a pc
hát 4 h a tc
háu 4 h aX wc
háy 4 h aX j
hâm 0 h aa mc
hân 0 h aa nc
hâng 0 h aa Nc
hâu 0 h aa wc
hây 0 h aa j
hã 2 h a
hãi 2 h a j
hãm 2 h a mc
hãn 2 h a nc
hãng 2 h a Nz
hãnh 2 h EX Nz
hão 2 h a wc
hãu 2 h aX wc
hãy 2 h aX j
hè 1 h E
hèm 1 h E mc
hèn 1 h E nc
hèng 1 h E Nc
hèo 1 h E wc
hé 4 h E
héc 4 h E kc
hém 4 h E mc
hén 4 h E nc
héng 4 h E Nc
héo 4 h E wc
hép 4 h E pc
hét 4 h E tc
hê 0 h e
hêm 0 h e mc
hên 0 h e nc
hênh 0 h e Nz
hêu 0 h e wc
hì 1 h i
hìa 1 h ie
hìm 1 h i mc
hìn 1 h i nc
hình 1 h i Nz
hìu 1 h i wc
hí 4 h i
hía 4 h ie
hích 4 h i kz
hím 4 h i mc
hín 4 h i nc
hính 4 h i Nz
híp 4 h i pc
hít 4 h i tc
híu 4 h i wc
hò 1 h O
hòi 1 h O j
hòm 1 h O mc
hòn 1 h O nc
hòng 1 h OX Nc
hó 4 h O
hóc 4 h O kp
hói 4 h O j
hóm 4 h O mc
hón 4 h O nc
hóng 4 h OX Nc
hóp 4 h O pc
hót 4 h O tc
hô 0 h o
hôi 0 h o j
hôm 0 h o mc
hôn 0 h o nc
hông 0 h o Nm
hõ 2 h O
hõi 2 h O j
hõm 2 h O mc
hõn 2 h O nc
hõng 2 h OX Nc
hù 1 h u
hùa 1 h uo
hùi 1 h u j
hùm 1 h u mc
hùn 1 h u nc
hùng 1 h u Nm
hú 4 h u
húa 4 h uo
húc 4 h u kp
húi 4 h u j
húm 4 h u mc
hún 4 h u nc
húng 4 h u Nm
húp 4 h u pc
hút 4 h u tc
hý 4 h i
hĩ 2 h i
hũ 2 h u
hơ 0 h ow
hư 0 h M
hạ 5 h a
hả 3 h a
hẹ 5 h E
hẻ 3 h E
hẽ 2 h E
hế 4 h e
hề 1 h e
hể 3 h e
hễ 2 h e
hệ 5 h e
hỉ 3 h i
hị 5 h i
họ 5 h O
hỏ 3 h O
hố 4 h o
hồ 1 h o
hổ 3 h o
hỗ 2 h o
hộ 5 h o
hớ 4 h ow
hờ 1 h ow
hở 3 h ow
hỡ 2 h ow
hợ 5 h ow
hụ 5 h u
hủ 3 h u
hứ 4 h M
hừ 1 h M
hử 3 h M
hữ 2 h M
hự 5 h M
hỳ 1 h i
hỵ 5 h i
hỷ 3 h i
hỹ 2 h i
hĩa 2 h ie
hũa 2 h uo
hưa 0 h wa
hỉa 3 h ie
hịa 5 h ie
hụa 5 h uo
hủa 3 h uo
hứa 4 h wa
hừa 1 h wa
hửa 3 h wa
hữa 2 h wa
hựa 5 h wa
hạc 5 h a kz
hấc 4 h aa kc
hậc 5 h aa kc
hắc 4 h aX kc
hặc 5 h aX kc
hẹc 5 h E kc
học 5 h O kp
hốc 4 h o kp
hộc 5 h o kp
hục 5 h u kp
hức 4 h M kc
hực 5 h M kc
hạch 5 h EX kz
hếch 4 h e kz
hệch 5 h e kz
hịch 5 h i kz
hũi 2 h u j
hơi 0 h ow j
hưi 0 h M j
hại 5 h a j
hải 3 h a j
họi 5 h O j
hỏi 3 h O j
hối 4 h o j
hồi 1 h o j
hổi 3 h o j
hỗi 2 h o j
hội 5 h o j
hới 4 h ow j
hời 1 h ow j
hởi 3 h ow j
hỡi 2 h ow j
hợi 5 h ow j
hụi 5 h u j
hủi 3 h u j
hứi 4 h M j
hừi 1 h M j
hửi 3 h M j
hữi 2 h M j
hựi 5 h M j
hăm 0 h aX mc
hĩm 2 h i mc
hũm 2 h u mc
hơm 0 h ow mc
hưm 0 h M mc
hạm 5 h a mc
hảm 3 h a mc
hấm 4 h aa mc
hầm 1 h aa mc
hẩm 3 h aa mc
hẫm 2 h aa mc
hậm 5 h aa mc
hắm 4 h aX mc
hằm 1 h aX mc
hẳm 3 h aX mc
hẵm 2 h aX mc
hặm 5 h aX mc
hẹm 5 h E mc
hẻm 3 h E mc
hẽm 2 h E mc
hếm 4 h e mc
hềm 1 h e mc
hểm 3 h e mc
hễm 2 h e mc
hệm 5 h e mc
hỉm 3 h i mc
hịm 5 h i mc
họm 5 h O mc
hỏm 3 h O mc
hốm 4 h o mc
hồm 1 h o mc
hổm 3 h o mc
hỗm 2 h o mc
hộm 5 h o mc
hớm 4 h ow mc
hờm 1 h ow mc
hởm 3 h ow mc
hỡm 2 h ow mc
hợm 5 h ow mc
hụm 5 h u mc
hủm 3 h u mc
hứm 4 h M mc
hừm 1 h M mc
hửm 3 h M mc
hữm 2 h M mc
hựm 5 h M mc
hăn 0 h aX nc
hĩn 2 h i nc
hũn 2 h u nc
hơn 0 h ow nc
hưn 0 h M nc
hạn 5 h a nc
hản 3 h a nc
hấn 4 h aa nc
hần 1 h aa nc
hẩn 3 h aa nc
hẫn 2 h aa nc
hận 5 h aa nc
hắn 4 h aX nc
hằn 1 h aX nc
hẳn 3 h aX nc
hẵn 2 h aX nc
hặn 5 h aX nc
hẹn 5 h E nc
hẻn 3 h E nc
hẽn 2 h E nc
hến 4 h e nc
hền 1 h e nc
hển 3 h e nc
hễn 2 h e nc
hện 5 h e nc
hỉn 3 h i nc
hịn 5 h i nc
họn 5 h O nc
hỏn 3 h O nc
hốn 4 h o nc
hồn 1 h o nc
hổn 3 h o nc
hỗn 2 h o nc
hộn 5 h o nc
hớn 4 h ow nc
hờn 1 h ow nc
hởn 3 h ow nc
hỡn 2 h ow nc
hợn 5 h ow nc
hụn 5 h u nc
hủn 3 h u nc
hứn 4 h M nc
hừn 1 h M nc
hửn 3 h M nc
hữn 2 h M nc
hựn 5 h M nc
hăng 0 h aX Nc
hũng 2 h u Nm
hưng 0 h M Nc
hạng 5 h a Nz
hảng 3 h a Nz
hấng 4 h aa Nc
hầng 1 h aa Nc
hẩng 3 h aa Nc
hẫng 2 h aa Nc
hậng 5 h aa Nc
hắng 4 h aX Nc
hằng 1 h aX Nc
hẳng 3 h aX Nc
hẵng 2 h aX Nc
hặng 5 h aX Nc
hẹng 5 h E Nc
hẻng 3 h E Nc
hẽng 2 h E Nc
họng 5 h OX Nc
hỏng 3 h OX Nc
hống 4 h o Nm
hồng 1 h o Nm
hổng 3 h o Nm
hỗng 2 h o Nm
hộng 5 h o Nm
hụng 5 h u Nm
hủng 3 h u Nm
hứng 4 h M Nc
hừng 1 h M Nc
hửng 3 h M Nc
hững 2 h M Nc
hựng 5 h M Nc
hĩnh 2 h i Nz
hạnh 5 h EX Nz
hảnh 3 h EX Nz
hếnh 4 h e Nz
hềnh 1 h e Nz
hểnh 3 h e Nz
hễnh 2 h e Nz
hệnh 5 h e Nz
hỉnh 3 h i Nz
hịnh 5 h i Nz
hạo 5 h a wc
hảo 3 h a wc
hẹo 5 h E wc
hẻo 3 h E wc
hẽo 2 h E wc
hạp 5 h a pc
hấp 4 h aa pc
hập 5 h aa pc
hắp 4 h aX pc
hặp 5 h aX pc
hẹp 5 h E pc
hếp 4 h e pc
hệp 5 h e pc
hịp 5 h i pc
họp 5 h O pc
hốp 4 h o pc
hộp 5 h o pc
hớp 4 h ow pc
hợp 5 h ow pc
hụp 5 h u pc
hạt 5 h a tc
hất 4 h aa tc
hật 5 h aa tc
hắt 4 h aX tc
hặt 5 h aX tc
hẹt 5 h E tc
hết 4 h e tc
hệt 5 h e tc
hịt 5 h i tc
họt 5 h O tc
hốt 4 h o tc
hột 5 h o tc
hớt 4 h ow tc
hợt 5 h ow tc
hụt 5 h u tc
hứt 4 h M tc
hựt 5 h M tc
hĩu 2 h i wc
hưu 0 h M wc
hạu 5 h aX wc
hảu 3 h aX wc
hấu 4 h aa wc
hầu 1 h aa wc
hẩu 3 h aa wc
hẫu 2 h aa wc
hậu 5 h aa wc
hếu 4 h e wc
hều 1 h e wc
hểu 3 h e wc
hễu 2 h e wc
hệu 5 h e wc
hỉu 3 h i wc
hịu 5 h i wc
hứu 4 h M wc
hừu 1 h M wc
hửu 3 h M wc
hữu 2 h M wc
hựu 5 h M wc
hạy 5 h aX j
hảy 3 h aX j
hấy 4 h aa j
hầy 1 h aa j
hẩy 3 h aa j
hẫy 2 h aa j
hậy 5 h aa j
hước 4 h wa kc
hược 5 h wa kc
hươi 0 h wa j
hưới 4 h wa j
hười 1 h wa j
hưởi 3 h wa j
hưỡi 2 h wa j
hượi 5 h wa j
hươm 0 h wa mc
hướm 4 h wa mc
hườm 1 h wa mc
hưởm 3 h wa mc
hưỡm 2 h wa mc
hượm 5 h wa mc
hươn 0 h wa nc
hướn 4 h wa nc
hườn 1 h wa nc
hưởn 3 h wa nc
hưỡn 2 h wa nc
hượn 5 h wa nc
hương 0 h wa Nc
hướng 4 h wa Nc
hường 1 h wa Nc
hưởng 3 h wa Nc
hưỡng 2 h wa Nc
hượng 5 h wa Nc
hướp 4 h wa pc
hượp 5 h wa pc
hướt 4 h wa tc
hượt 5 h wa tc
hươu 0 h wa wc
hướu 4 h wa wc
hườu 1 h wa wc
hưởu 3 h wa wc
hưỡu 2 h wa wc
hượu 5 h wa wc
i 0 i
ia 0 ie
im 0 i mc
in 0 i nc
inh 0 i Nz
iu 0 i wc
iêm 0 ie mc
iên 0 ie nc
iêng 0 ie Nc
iêu 0 ie wc
iếc 4 ie kc
iệc 5 ie kc
iếm 4 ie mc
iềm 1 ie mc
iểm 3 ie mc
iễm 2 ie mc
iệm 5 ie mc
iến 4 ie nc
iền 1 ie nc
iển 3 ie nc
iễn 2 ie nc
iện 5 ie nc
iếng 4 ie Nc
iềng 1 ie Nc
iểng 3 ie Nc
iễng 2 ie Nc
iệng 5 ie Nc
iếp 4 ie pc
iệp 5 ie pc
iết 4 ie tc
iệt 5 ie tc
iếu 4 ie wc
iều 1 ie wc
iểu 3 ie wc
iễu 2 ie wc
iệu 5 ie wc
ke 0 k E
kem 0 k E mc
ken 0 k E nc
keng 0 k E Nc
keo 0 k E wc
kha 0 X a
khai 0 X a j
kham 0 X a mc
khan 0 X a nc
khang 0 X a Nz
khanh 0 X EX Nz
khao 0 X a wc
khau 0 X aX wc
khay 0 X aX j
khe 0 X E
khem 0 X E mc
khen 0 X E nc
kheng 0 X E Nc
kheo 0 X E wc
khi 0 X i
khia 0 X ie
khim 0 X i mc
khin 0 X i nc
khinh 0 X i Nz
khiu 0 X i wc
khiêm 0 X ie mc
khiên 0 X ie nc
khiêng 0 X ie Nc
khiêu 0 X ie wc
khiếc 4 X ie kc
khiệc 5 X ie kc
khiếm 4 X ie mc
khiềm 1 X ie mc
khiểm 3 X ie mc
khiễm 2 X ie mc
khiệm 5 X ie mc
khiến 4 X ie nc
khiền 1 X ie nc
khiển 3 X ie nc
khiễn 2 X ie nc
khiện 5 X ie nc
khiếng 4 X ie Nc
khiềng 1 X ie Nc
khiểng 3 X ie Nc
khiễng 2 X ie Nc
khiệng 5 X ie Nc
khiếp 4 X ie pc
khiệp 5 X ie pc
khiết 4 X ie tc
khiệt 5 X ie tc
khiếu 4 X ie wc
khiều 1 X ie wc
khiểu 3 X ie wc
khiễu 2 X ie wc
khiệu 5 X ie wc
kho 0 X O
khoa 0 X w a
khoai 0 X w a j
khoam 0 X w a mc
khoan 0 X w a nc
khoang 0 X w a Nz
khoanh 0 X w EX Nz
khoao 0 X w a wc
khoay 0 X w aX j
khoe 0 X w E
khoem 0 X w E mc
khoen 0 X w E nc
khoeo 0 X w e wc
khoi 0 X O j
khom 0 X O mc
khon 0 X O nc
khong 0 X OX Nc
khoong 0 X O Nm
khòa 1 X w a
khoài 1 X w a j
khoàm 1 X w a mc
khoàn 1 X w a nc
khoàng 1 X w a Nz
khoành 1 X w EX Nz
khoào 1 X w a wc
khoày 1 X w aX j
khóa 4 X w a
khoác 4 X w a kz
khoách 4 X w EX kz
khoái 4 X w a j
khoám 4 X w a mc
khoán 4 X w a nc
khoáng 4 X w a Nz
khoánh 4 X w EX Nz
khoáo 4 X w a wc
khoáp 4 X w a pc
khoát 4 X w a tc
khoáy 4 X w aX j
khõa 2 X w a
khoãi 2 X w a j
khoãm 2 X w a mc
khoãn 2 X w a nc
khoãng 2 X w a Nz
khoãnh 2 X w EX Nz
khoão 2 X w a wc
khoãy 2 X w aX j
khòe 1 X w E
khoèm 1 X w E mc
khoèn 1 X w E nc
khoèo 1 X w e wc
khóe 4 X w E
khoém 4 X w E mc
khoén 4 X w E nc
khoéo 4 X w e wc
khoét 4 X w E tc
khoòng 1 X OX Nc
khoóc 4 X O kp
khoóng 4 X OX Nc
khoõng 2 X OX Nc
khọa 5 X w a
khỏa 3 X w a
khọe 5 X w E
khỏe 3 X w E
khõe 2 X w E
khoạc 5 X w a kz
